ranked_0	0.7242754425664638
ranked_1	0.6738188150476837
ranked_2	0.6551614923827384
ranked_3	0.649942738935928
ranked_4	0.6458285020382746
ranked_5	0.6415085657414595
ranked_6	0.6411050874561516
ranked_7	0.6146707156576411
ranked_8	0.614356907170363
ranked_9	0.6132580999265158
ranked_10	0.6057063799674097
ranked_11	0.6021555432742802
ranked_12	0.6007284487219384
ranked_13	0.5804389651573614
ranked_14	0.5731066532023564
ranked_15	0.571009869915945
ranked_16	0.558450762847127
ranked_17	0.5513276175826269
ranked_18	0.5423092444442957
ranked_19	0.5408943307154144
ranked_20	0.5397886412324946
ranked_21	0.5327909491389583
ranked_22	0.5319253056666021
ranked_23	0.4982403027878917
ranked_24	0.4948329310065772
