ranked_0	0.7367564072858329
ranked_1	0.7241391225322176
ranked_2	0.7219040554046028
ranked_3	0.7187025793761123
ranked_4	0.7169317225607009
ranked_5	0.7079222437710901
ranked_6	0.6993754312917434
ranked_7	0.6980248995753326
ranked_8	0.6972259114438905
ranked_9	0.6907399498483391
ranked_10	0.687358272577936
ranked_11	0.6846000762097254
ranked_12	0.6836424817934355
ranked_13	0.6661394062975754
ranked_14	0.5915549837328316
ranked_15	0.569257019053093
ranked_16	0.5444320244307338
ranked_17	0.5351825233275094
ranked_18	0.5304422976273225
ranked_19	0.525438319348482
ranked_20	0.5185742632530896
ranked_21	0.4979893220324639
ranked_22	0.4809488882587657
ranked_23	0.45069317641026596
ranked_24	0.39756232456568086
